Name,Added,Loved,Owned,Played,Playing,Finished,Mastered,Dominated,Shelved,Rating,"Copy label","Copy Release","Copy platform","Copy media","Copy media other","Copy source","Copy source other","Copy purchase date","Copy box","Copy box condition","Copy box notes","Copy manual","Copy manual condition","Copy manual notes","Copy complete","Copy complete notes",Platforms,Notes
"Kingdoms and Castles",2017-07-24,0,1,1,0,1,0,0,0,3.0,GOG,,PC,Digital,,GOG,,2017-07-23,N/A,N/A,,N/A,N/A,,N/A,,"PC, Linux",
"Kingdoms of Amalur: Reckoning",2012-11-23,0,1,1,0,1,0,0,0,3.0,PC,"Kingdoms of Amalur: Reckoning",PC,Physical,,,,,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation Network (PS3), PC, PlayStation 4",
,2012-11-23,0,1,1,0,1,0,0,0,3.0,PSN,"Kingdoms of Amalur: Re-Reckoning","PlayStation 4",Digital,,"Sony Entertainment Network",,2021-11-03,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation Network (PS3), PC, PlayStation 4",
,2012-11-23,0,1,1,0,1,0,0,0,3.0,Origin,"Kingdoms of Amalur: Reckoning",PC,Digital,,Origin,,,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation Network (PS3), PC, PlayStation 4",
Knack,2018-02-07,0,1,0,0,0,0,0,0,,PS4,Knack,"PlayStation 4",Digital,,"Sony Entertainment Network",,2018-02-07,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
"Knowledge is Power",2018-10-20,0,1,0,0,0,0,0,0,,PS4,"Knowledge is Power","PlayStation 4",Digital,,"Sony Entertainment Network",,2018-10-20,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
"Knytt Underground",2013-01-04,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,"PlayStation Network (PS3)",
"Kung Fu Panda: Showdown of Legendary Legends",2017-12-06,0,1,0,0,0,0,0,1,,PS4,"Kung Fu Panda: Showdown of Legendary Legends","PlayStation 4",Digital,,"Sony Entertainment Network",,2017-12-06,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
"L.A. Noire",2012-11-23,1,1,1,0,1,0,0,0,4.0,PS3,"L.A. Noire",,Physical,,,,,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 3, PC",
,2012-11-23,1,1,1,0,1,0,0,0,4.0,Steam,"L.A. Noire - The Complete Edition",PC,Digital,,"Humble Bundle",,2016-03-29,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 3, PC",
Lacuna,2024-01-08,0,1,0,0,0,0,0,0,,GOG,,PC,Digital,,GOG,,2023-12-27,N/A,N/A,,N/A,N/A,,N/A,,PC,
Lake,2025-07-18,0,1,1,1,0,0,0,0,,"PS Plus Extra",Lake,"PlayStation 5",Digital,,"Sony Entertainment Network",,,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 5",
"Lara Croft and the Guardian of Light",2012-11-22,0,1,1,0,1,0,0,0,3.0,,,,,,,,,,,,,,,,,"PlayStation Network (PS3)",
"Lara Croft and the Temple of Osiris",2015-08-05,0,1,0,0,0,0,0,1,,PS4,"Lara Croft and the Temple of Osiris","PlayStation 4",Digital,,"Sony Entertainment Network",,2015-08-04,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
"Lara Croft Go",2017-02-19,0,1,1,0,1,0,0,0,4.0,,"Lara Croft GO",Android,Digital,,"Google Play",,2017-02-12,N/A,N/A,,N/A,N/A,,N/A,,Android,
"Lara Croft Tomb Raider: Anniversary",2013-07-15,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,PC,
"Lara Croft Tomb Raider: Legend",2013-07-15,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,PC,
"Lara Croft Tomb Raider: The Angel of Darkness",2013-07-15,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,PC,
LaserCat,2012-11-22,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,PC,
"The Last Campfire",2020-09-26,0,1,1,0,1,0,0,0,4.0,Switch,,"Nintendo Switch",Digital,,"Nintendo eShop",,2020-09-12,N/A,N/A,,N/A,N/A,,N/A,,"Nintendo Switch",
"Last Day of June",2018-11-16,0,1,0,0,0,0,0,0,,"HB / Steam","Last Day of June",PC,Digital,,"Humble Bundle",,2018-11-16,N/A,N/A,,N/A,N/A,,N/A,,PC,
"The Last Guardian",2021-07-08,0,1,0,0,0,0,0,0,,PSN,"The Last Guardian","PlayStation 4",Digital,,"Sony Entertainment Network",,2021-07-03,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
"The Last Guy",2016-05-08,0,1,0,0,0,0,0,1,,PS3,"The Last Guy","PlayStation Network (PS3)",Digital,,"Sony Entertainment Network",,2016-03-18,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation Network (PS3)",
"The Last of Us",2013-10-13,1,1,1,0,1,0,0,0,4.0,PS3,"The Last of Us","PlayStation 3",Physical,,,,,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 3, PlayStation 4",
,2013-10-13,1,1,1,0,1,0,0,0,4.0,PS4,"The Last of Us: Remastered","PlayStation 4",Digital,,"Sony Entertainment Network",,2019-10-03,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 3, PlayStation 4",
"The Last of Us Part II",2020-07-21,0,1,1,0,1,1,1,0,,PS4,"The Last of Us Part II","PlayStation 4",Physical,,Other,Bilka,2020-07-09,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
"The Last Stand: Aftermath",2024-09-23,0,1,0,0,0,0,0,0,,Epic,,PC,Digital,,"Epic Games Store",,2024-09-20,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Lawn Mowing Simulator",2022-08-02,0,1,0,0,0,0,0,0,,Epic,"Lawn Mowing Simulator",PC,Digital,,"Epic Games Store",,2022-07-29,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Layers of Fear",2019-10-28,0,1,0,0,0,0,0,0,,Epic,"Layers of Fear",PC,Digital,,Other,Epic,2019-10-24,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Layers of Fear 2",2020-11-22,0,1,0,0,0,0,0,0,,Epic,"Layers of Fear 2",PC,Digital,,Other,Epic,2020-10-23,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Left 4 Dead",2011-08-16,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,"Mac, PC",
"Left 4 Dead 2",2011-08-16,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,"Mac, PC",
"Legacy of Kain: Soul Reaver",2011-08-23,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,"PlayStation Network (PS3)",
"Legend of Keepers: Career of a Dungeon Manager",2023-12-22,0,1,0,0,0,0,0,0,,GOG,"Legend of Keepers: Career of a Dungeon Manager",PC,Digital,,GOG,,2023-12-14,N/A,N/A,,N/A,N/A,,N/A,,PC,
"The Legend of Kyrandia",2016-04-17,0,1,1,0,1,0,0,0,3.0,GOG,"The Legend of Kyrandia",PC,Digital,,GOG,,2016-03-31,N/A,N/A,,N/A,N/A,,N/A,,PC,
"The Legend of Kyrandia: Hand of Fate",2016-04-17,0,1,0,0,0,0,0,0,,GOG,"The Legend of Kyrandia: Book Two: The Hand of Fate",PC,Digital,,GOG,,2016-03-31,N/A,N/A,,N/A,N/A,,N/A,,PC,
"The Legend of Kyrandia: Malcolm's Revenge",2016-04-17,0,1,0,0,0,0,0,0,,GOG,"The Legend of Kyrandia: Book 3: Malcolm's Revenge",PC,Digital,,GOG,,2016-03-31,N/A,N/A,,N/A,N/A,,N/A,,PC,
"The Legend of Zelda: Breath of the Wild",2018-08-05,1,1,1,0,0,0,0,0,,,"The Legend of Zelda: Breath of the Wild","Nintendo Switch",Physical,,,,,N/A,N/A,,N/A,N/A,,N/A,,"Nintendo Switch",
"LEGO Batman 2: DC Super Heroes",2013-12-12,0,1,1,0,1,0,0,0,2.5,Steam,"LEGO Batman 2: DC Super Heroes",PC,Digital,,Other,cdon.com,2013-12-12,N/A,N/A,,N/A,N/A,,N/A,,PC,
,2013-12-12,0,1,1,0,1,0,0,0,2.5,Epic,"LEGO Batman 2: DC Super Heroes",PC,Digital,,Other,Epic,2019-09-20,N/A,N/A,,N/A,N/A,,N/A,,PC,
"LEGO Batman 3: Beyond Gotham",2017-05-12,0,1,1,0,1,1,1,0,3.5,Steam,"Lego Batman 3: Beyond Gotham",PC,Digital,,"Humble Bundle",,2017-05-11,N/A,N/A,,N/A,N/A,,N/A,,PC,
,2017-05-12,0,1,1,0,1,1,1,0,3.5,Epic,"Lego Batman 3: Beyond Gotham",PC,Digital,,Other,Epic,2019-09-20,N/A,N/A,,N/A,N/A,,N/A,,PC,
"LEGO Batman: The Videogame",2019-09-28,0,1,0,0,0,0,0,0,,Epic,"Lego Batman: The Video Game",PC,Digital,,Other,Epic,2019-09-20,N/A,N/A,,N/A,N/A,,N/A,,PC,
"LEGO Builder’s Journey",2022-12-22,0,1,0,0,0,0,0,0,,Epic,"LEGO Builder’s Journey",PC,Digital,,"Epic Games Store",,2022-12-22,N/A,N/A,,N/A,N/A,,N/A,,PC,
"LEGO City Undercover",2018-02-22,0,1,1,0,1,1,1,0,4.0,"WGS / Steam",,PC,Digital,,Other,WinGameStore,2018-02-22,N/A,N/A,,N/A,N/A,,N/A,,PC,
"LEGO DC Super-Villains",2021-11-18,0,1,1,0,1,1,1,0,,"GMG / Steam",,PC,Digital,,"Green Man Gaming",,2021-11-18,N/A,N/A,,N/A,N/A,,N/A,,"PC, PlayStation 4",
,2021-11-18,0,1,1,0,1,1,1,0,,PS4,"LEGO DC Super-Villains",,Digital,,"Sony Entertainment Network",,2021-12-10,N/A,N/A,,N/A,N/A,,N/A,,"PC, PlayStation 4",
"LEGO Harry Potter Collection",2022-11-02,0,1,0,0,0,0,0,0,,PSN,"LEGO Harry Potter Collection","PlayStation 4",Digital,,"Sony Entertainment Network",,2022-11-02,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
"LEGO Jurassic World",2017-05-12,0,1,1,0,1,1,1,0,4.0,Steam,,PC,Digital,,"Humble Bundle",,2017-05-11,N/A,N/A,,N/A,N/A,,N/A,,PC,
"LEGO Marvel Super Heroes",2013-12-26,0,1,1,0,1,1,1,0,3.0,,,,,,,,,,,,,,,,,PC,
"LEGO Marvel Super Heroes 2",2020-08-03,0,1,0,0,0,0,0,0,,"Gamesplanet UK / Steam","LEGO Marvel Super Heroes 2",PC,Digital,,Other,"Gamesplanet UK",2020-08-03,N/A,N/A,,N/A,N/A,,N/A,,PC,
"LEGO Marvel's Avengers",2018-02-03,0,1,1,0,1,0,0,0,3.0,"WGS / Steam",,PC,Digital,,Other,WinGameStore,2018-02-03,N/A,N/A,,N/A,N/A,,N/A,,PC,
"The LEGO Movie Videogame",2015-06-13,0,1,1,0,1,0,0,0,3.5,Steam,,PC,Digital,,Steam,,,N/A,N/A,,N/A,N/A,,N/A,,PC,
"The LEGO Ninjago Movie Video Game",2020-05-28,0,1,0,0,0,0,0,1,,PSN,"The LEGO Ninjago Movie Video Game","PlayStation 4",Digital,,"Sony Entertainment Network",,2020-05-20,N/A,N/A,,N/A,N/A,,N/A,,"PC, PlayStation 4",
"LEGO Pirates of the Caribbean: The Video Game",2018-11-22,0,1,1,0,1,0,0,0,,GOG,"LEGO Pirates of the Caribbean: The Video Game",PC,Digital,,GOG,,2018-11-22,N/A,N/A,,N/A,N/A,,N/A,,PC,
"LEGO Rock Band",2011-08-16,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,"Xbox 360",
"LEGO Star Wars: The Skywalker Saga",2024-01-13,0,1,1,0,1,1,1,0,,PS5,"LEGO Star Wars: The Skywalker Saga (Digital Deluxe Edition)","PlayStation 5",Digital,,"Sony Entertainment Network",,2024-01-13,N/A,N/A,,N/A,N/A,,N/A,,"PC, PlayStation 5",
,2024-01-13,0,1,1,0,1,1,1,0,,Epic,"LEGO Star Wars: The Skywalker Saga (Digital)",PC,Digital,,"Epic Games Store",,2024-12-06,N/A,N/A,,N/A,N/A,,N/A,,"PC, PlayStation 5",
"LEGO The Hobbit",2015-06-13,0,1,1,0,1,1,1,0,3.5,Steam,"LEGO The Hobbit (Steam)",PC,Digital,,Steam,,,N/A,N/A,,N/A,N/A,,N/A,,PC,
"LEGO The Incredibles",2019-02-12,0,1,1,0,1,1,1,0,,PS4,"LEGO The Incredibles","PlayStation 4",Physical,,Other,Bilka,2019-02-01,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
"LEGO The Lord of the Rings",2013-12-05,0,1,1,0,1,1,1,0,4.0,,,,,,,,,,,,,,,,,PC,
"Leisure Suit Larry 1:  In the Land of the Lounge Lizards",2013-06-10,1,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,"Mac, PC",
"Leisure Suit Larry 5: Passionate Patti Does a Little Undercover Work!",2013-06-10,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,"Mac, PC",
"Leisure Suit Larry 6: Shape Up or Slip Out!",2013-06-10,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,"Mac, PC",
"Leisure Suit Larry Goes Looking for Love (In Several Wrong Places)",2013-06-10,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,PC,
"Leisure Suit Larry III: Passionate Patti in Pursuit of the Pulsating Pectorals!",2013-06-10,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,PC,
"Leisure Suit Larry in the Land of Lounge Lizards RELOADED",2013-06-27,1,1,1,0,1,0,0,0,4.5,Steam,"Leisure Suit Larry: Reloaded",PC,Digital,,,,2013-06-27,N/A,N/A,,N/A,N/A,,N/A,,"Mac, PC",
"Leisure Suit Larry: Love for Sail!",2013-06-10,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,"Mac, PC",
"Leisure Suit Larry: Magna Cum Laude",2020-09-05,0,1,0,0,0,0,0,0,,GOG,"Leisure Suit Larry: Magna Cum Laude: Uncut and Uncensored!",PC,Digital,,GOG,,2020-09-05,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Leisure Suit Larry: Wet Dreams Don’t Dry",2020-09-05,0,1,0,0,0,0,0,0,,GOG,"Leisure Suit Larry: Wet Dreams Don’t Dry",PC,Digital,,GOG,,2020-09-05,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Life Is Strange",2015-08-05,1,1,1,0,1,1,1,0,4.0,PS4,"Life Is Strange: Episode One","PlayStation 4",Digital,,"Sony Entertainment Network",,2015-07-29,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
"Life Is Strange: Before the Storm",2019-05-26,0,1,0,0,0,0,0,0,,"Greenmangaming / steam",,PC,Digital,,"Green Man Gaming",,2019-05-26,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Lifeless Planet",2020-07-14,0,1,0,0,0,0,0,0,,Epic,"Lifeless Planet",PC,Digital,,Other,Epic,2020-07-11,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Like a Dragon Gaiden: The Man Who Erased His Name",2024-09-09,1,1,1,0,1,1,1,0,,PS5,"Like a Dragon Gaiden: The Man Who Erased His Name","PlayStation 5",Digital,,"Sony Entertainment Network",,2024-09-09,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 5",
"Like a Dragon: Infinite Wealth",2025-01-04,1,1,1,0,1,0,0,0,4.5,PSN,"Like a Dragon: Infinite Wealth","PlayStation 5",Digital,,"Sony Entertainment Network",,2025-01-04,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 5",
"Like a Dragon: Ishin!",2024-09-09,1,1,1,0,1,0,0,0,4.5,PS5,"Like a Dragon: Ishin!","PlayStation 5",Digital,,"Sony Entertainment Network",,2024-09-09,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 5",
Limbo,2011-08-16,1,1,1,0,1,0,0,0,4.5,PS4,Limbo,,Digital,,"Sony Entertainment Network",,2015-08-04,N/A,N/A,,N/A,N/A,,N/A,,"Xbox 360 Games Store, PlayStation Network (PS3), PC, PlayStation 4",
,2011-08-16,1,1,1,0,1,0,0,0,4.5,Steam,Limbo,PC,Digital,,Steam,,,N/A,N/A,,N/A,N/A,,N/A,,"Xbox 360 Games Store, PlayStation Network (PS3), PC, PlayStation 4",
,2011-08-16,1,1,1,0,1,0,0,0,4.5,GOG,Limbo,PC,Digital,,GOG,,2016-12-05,N/A,N/A,,N/A,N/A,,N/A,,"Xbox 360 Games Store, PlayStation Network (PS3), PC, PlayStation 4",
,2011-08-16,1,1,1,0,1,0,0,0,4.5,Epic,Limbo,PC,Digital,,Other,"Epic Games Store",2019-07-18,N/A,N/A,,N/A,N/A,,N/A,,"Xbox 360 Games Store, PlayStation Network (PS3), PC, PlayStation 4",
"The Lion's Song",2021-05-17,0,1,0,0,0,0,0,0,,Epic,"The Lion's Song: Episode 1 - Silence",PC,Digital,,Other,Epic,2021-05-14,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Little Inferno",2013-07-13,0,1,1,0,1,0,0,0,4.0,,,,,,,,,,,,,,,,,"Mac, PC, Android, Linux",
"Little King's Story",2018-05-10,0,1,0,0,0,0,0,0,,"HB / Steam","Little King's Story",PC,Digital,,"Humble Bundle",,2018-05-09,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Little Nightmares",2021-05-29,0,1,0,0,0,0,0,0,,Steam,"Little Nightmares",PC,Digital,,Steam,,2021-05-29,N/A,N/A,,N/A,N/A,,N/A,,"PC, PlayStation 4",
,2021-05-29,0,1,0,0,0,0,0,0,,PSN,"Little Nightmares","PlayStation 4",Digital,,"Sony Entertainment Network",,2022-08-02,N/A,N/A,,N/A,N/A,,N/A,,"PC, PlayStation 4",
LittleBigPlanet,2011-08-23,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,"PlayStation 3",
"LittleBigPlanet 2",2012-11-22,0,1,1,0,0,0,0,1,,PSN,"LittleBigPlanet 2","PlayStation Network (PS3)",Digital,,"Sony Entertainment Network",,,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation Network (PS3)",
"LittleBigPlanet 3",2017-04-17,0,1,0,0,0,0,0,1,,PS4,"LittleBigPlanet 3","PlayStation 4",Digital,,"Sony Entertainment Network",,2017-02-14,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
"Lollipop Chainsaw",2014-07-23,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,"PlayStation 3",
"Lone Survivor",2014-06-16,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,"PlayStation Network (PS3)",
"The Long Dark",2021-01-05,0,1,0,0,0,0,0,0,,Epic,"The Long Dark",PC,Digital,,Other,Epic,2020-12-19,N/A,N/A,,N/A,N/A,,N/A,,PC,
"The Longest Journey",2012-11-22,0,1,1,0,0,0,0,0,,GOG,"The Longest Journey",PC,Digital,,GOG,,2012-06-27,N/A,N/A,,N/A,N/A,,N/A,,PC,
"The Looker",2022-08-01,0,1,0,0,0,0,0,0,,Steam,,PC,Digital,,Steam,,2022-08-01,N/A,N/A,,N/A,N/A,,N/A,,PC,
Loom,2015-06-10,0,1,1,0,1,0,0,0,,GOG,Loom,PC,Digital,,GOG,,2015-06-09,N/A,N/A,,N/A,N/A,,N/A,,"Mac, PC",
,2015-06-10,0,1,1,0,1,0,0,0,,Steam,"Loom (Steam)",PC,Digital,,Steam,,2015-11-26,N/A,N/A,,N/A,N/A,,N/A,,"Mac, PC",
"Loop Hero",2022-01-16,0,1,0,0,0,0,0,0,,Epic,"Loop Hero (Digital)",PC,Digital,,"Epic Games Store",,2021-12-20,N/A,N/A,,N/A,N/A,,N/A,,PC,
"The Lord of the Rings: Return to Moria",2024-12-16,0,1,0,0,0,0,0,0,,Epic,,PC,Digital,,"Epic Games Store",,2024-12-13,N/A,N/A,,N/A,N/A,,N/A,,PC,
"The Lord of the Rings: War in the North",2013-04-04,0,1,1,0,1,0,0,0,3.5,,,,,,,,,,,,,,,,,"PlayStation Network (PS3)",
"Lords of the Fallen",2016-09-22,0,1,0,0,0,0,0,0,,PS4,"Lords of the Fallen","PlayStation 4",Digital,,"Sony Entertainment Network",,2016-09-21,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
Lorelai,2023-03-24,0,1,0,0,0,0,0,0,,GOG,Lorelai,PC,Digital,,GOG,,2023-03-22,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Lost Castle",2024-03-25,0,1,0,0,0,0,0,0,,Epic,"Lost Castle",PC,Digital,,"Epic Games Store",,2024-03-09,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Lost Ember",2021-04-19,0,1,0,0,0,0,0,0,,"HB / Steam","Lost Ember",PC,Digital,,"Humble Bundle",,2021-04-19,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Lost Judgment",2024-06-30,0,1,1,0,1,1,0,0,4.0,"PS Plus Extra","Lost Judgment (Digital)","PlayStation 5",Digital,,"Sony Entertainment Network",,,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 5",
"Lovecraft's Untold Stories",2022-09-09,0,1,0,0,0,0,0,0,,GOG,"Lovecraft's Untold Stories",PC,Digital,,GOG,,2022-08-30,N/A,N/A,,N/A,N/A,,N/A,,PC,
Lugaru,2012-11-22,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,"Mac, PC",
LumbearJack,2024-08-14,0,1,0,0,0,0,0,0,,Epic,LumbearJack,PC,Digital,,"Epic Games Store",,2024-08-02,N/A,N/A,,N/A,N/A,,N/A,,PC,
Lumo,2017-04-17,0,1,0,0,0,0,0,0,,PS4,Lumo,"PlayStation 4",Digital,,"Sony Entertainment Network",,2017-03-08,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
"Lure of the Temptress",2012-11-22,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,"Mac, PC, Linux",
Machinarium,2011-08-16,1,1,1,0,1,0,0,0,4.0,,,,,,,,,,,,,,,,,"Mac, PlayStation Network (PS3), PC",
"Mad Max",2016-03-27,0,1,1,0,1,0,0,0,,Steam,"Mad Max",PC,Digital,,"Indie Gala",,2016-03-27,N/A,N/A,,N/A,N/A,,N/A,,"PC, PlayStation 4",
,2016-03-27,0,1,1,0,1,0,0,0,,PS4,"Mad Max","PlayStation 4",Digital,,"Sony Entertainment Network",,2018-04-25,N/A,N/A,,N/A,N/A,,N/A,,"PC, PlayStation 4",
Mafia,2011-08-23,0,1,1,0,1,0,0,0,3.0,GOG,Mafia,PC,Digital,,GOG,,2017-12-12,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 2, PC",
"Mafia II",2011-08-16,0,1,0,0,0,0,0,0,,"Gamesplanet / Steam","Mafia II",PC,Digital,,Other,uk.gamesplanet.com,2017-08-13,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 3, PC, PlayStation 4",
,2011-08-16,0,1,0,0,0,0,0,0,,"PS Plus","Mafia II: Definitive Edition","PlayStation 4",Digital,,"Sony Entertainment Network",,,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 3, PC, PlayStation 4",
"Mafia III",2017-08-28,0,1,0,0,0,0,0,0,,Steam,"Mafia III",PC,Digital,,Other,WinGameStore,2017-08-27,N/A,N/A,,N/A,N/A,,N/A,,PC,
,2017-08-28,0,1,0,0,0,0,0,0,,"PSN - definitive edition","Mafia III","PlayStation 4",Digital,,"Sony Entertainment Network",,2018-08-14,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Mafia: Definitive Edition",2023-02-10,0,1,1,0,1,0,0,0,3.5,PSN,,"PlayStation 4",Digital,,"Sony Entertainment Network",,2023-02-08,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
"Mages of Mystralia",2022-01-16,0,1,0,0,0,0,0,0,,Epic,"Mages of Mystralia",PC,Digital,,"Epic Games Store",,2021-12-27,N/A,N/A,,N/A,N/A,,N/A,,PC,
MagiCat,2020-01-31,0,1,0,0,0,0,0,0,,"HB / Steam",,PC,Digital,,"Humble Bundle",,2020-01-21,N/A,N/A,,N/A,N/A,,N/A,,PC,
Magicka,2011-08-16,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,PC,
"Magicka 2",2015-11-21,0,1,0,0,0,0,0,0,,PSN,"Magicka 2","PlayStation 4",Digital,,"Sony Entertainment Network",,2015-11-21,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 4",
"Magicka: Wizards of the Square Tablet",2013-11-05,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Android,
"Maid of Sker",2024-07-19,0,1,0,0,0,0,0,0,,Epic,,PC,Digital,,"Epic Games Store",,2024-07-19,N/A,N/A,,N/A,N/A,,N/A,,PC,
Malicious,2013-05-22,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,"PlayStation Network (PS3)",
Maneater,2021-01-06,0,1,1,0,1,1,1,0,,PSN,Maneater,"PlayStation 5",Digital,,"Sony Entertainment Network",,2021-01-06,N/A,N/A,,N/A,N/A,,N/A,,"PC, PlayStation 5",
,2021-01-06,0,1,1,0,1,1,1,0,,Epic,Maneater,PC,Digital,,"Epic Games Store",,2022-06-10,N/A,N/A,,N/A,N/A,,N/A,,"PC, PlayStation 5",
"Maniac Mansion: Day of the Tentacle",2014-01-27,1,1,1,0,1,1,1,0,5.0,"Original box","Maniac Mansion: Day of the Tentacle",PC,Physical,,,,,Yes,Good,,Yes,Good,,Yes,,"PC, PlayStation 4, Linux",
,2014-01-27,1,1,1,0,1,1,1,0,5.0,"PS4 - Remastered","Day of the Tentacle Remastered","PlayStation 4",Digital,,"Sony Entertainment Network",,2017-01-19,N/A,N/A,,N/A,N/A,,N/A,,"PC, PlayStation 4, Linux",
,2014-01-27,1,1,1,0,1,1,1,0,5.0,"GOG - Remastered","Day of the Tentacle Remastered",PC,Digital,,GOG,,2016-03-08,N/A,N/A,,N/A,N/A,,N/A,,"PC, PlayStation 4, Linux",
"Manual Samuel",2020-04-17,0,1,0,0,0,0,0,0,,"HB / Steam",,PC,Digital,,"Humble Bundle",,2020-04-17,N/A,N/A,,N/A,N/A,,N/A,,PC,
Maquette,2021-03-06,0,1,0,0,0,0,0,0,,PSN,"Maquette (Digital)","PlayStation 5",Digital,,"Sony Entertainment Network",,2021-03-02,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation 5",
"Mario + Rabbids: Kingdom Battle",2019-11-18,0,1,1,0,1,0,0,0,,Switch,"Mario + Rabbids: Kingdom Battle","Nintendo Switch",Digital,,"Nintendo eShop",,2019-11-18,N/A,N/A,,N/A,N/A,,N/A,,"Nintendo Switch",
"Mario Kart 8",2023-10-25,0,1,0,0,0,0,0,0,,Switch,"Mario Kart 8 Deluxe","Nintendo Switch",Physical,,Other,Proshop,2023-09-30,N/A,N/A,,N/A,N/A,,N/A,,"Nintendo Switch",
"Marvel's Guardians of the Galaxy",2024-01-08,0,1,0,0,0,0,0,0,,Epic,"Marvel's Guardians of the Galaxy",PC,Digital,,"Epic Games Store",,2024-01-04,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Marvel's Midnight Suns",2024-06-11,0,1,0,0,0,0,0,0,,Epic,"Marvel's Midnight Suns (Digital)",PC,Digital,,"Epic Games Store",,2024-06-07,N/A,N/A,,N/A,N/A,,N/A,,PC,
"Mass Effect",2011-08-16,0,1,1,0,1,0,0,0,3.0,,,,,,,,,,,,,,,,,PC,
"Mass Effect 2",2011-08-16,0,1,1,0,0,0,0,0,,PSN,"Mass Effect 2","PlayStation Network (PS3)",Digital,,"Sony Entertainment Network",,2015-11-21,N/A,N/A,,N/A,N/A,,N/A,,"PlayStation Network (PS3), PC",
